HGNC ID	Approved symbol	Previous symbols	Alias symbols	Ensembl gene ID	Locus group
HGNC:42904	RNA5SP106	RN5S106		ENSG00000253083	pseudogene
HGNC:42905	RNA5SP107	RN5S107		ENSG00000223290	pseudogene
HGNC:42906	RNA5SP108	RN5S108		ENSG00000271924	pseudogene
HGNC:42907	RNA5SP109	RN5S109		ENSG00000212312	pseudogene
HGNC:42908	RNA5SP110	RN5S110		ENSG00000199508	pseudogene
HGNC:42909	RNA5SP111	RN5S111		ENSG00000223318	pseudogene
HGNC:42910	RNA5SP112	RN5S112		ENSG00000251746	pseudogene
HGNC:42911	RNA5SP113	RN5S113		ENSG00000222418	pseudogene
HGNC:42912	RNA5SP114	RN5S114		ENSG00000200650	pseudogene
HGNC:42913	RNA5SP115	RN5S115		ENSG00000223092	pseudogene
HGNC:42914	RNA5SP116	RN5S116		ENSG00000251941	pseudogene
HGNC:42915	RNA5SP117	RN5S117		ENSG00000202164	pseudogene
HGNC:42916	RNA5SP118	RN5S118		ENSG00000222317	pseudogene
HGNC:42917	RNA5SP119	RN5S119		ENSG00000199585	pseudogene
HGNC:42918	RNA5SP120	RN5S120		ENSG00000222832	pseudogene
HGNC:42919	RNA5SP121	RN5S121		ENSG00000252346	pseudogene
HGNC:42920	RNA5SP122	RN5S122		ENSG00000207186	pseudogene
HGNC:43023	RNA5SP123	RN5S123		ENSG00000200114	pseudogene
HGNC:43024	RNA5SP124	RN5S124		ENSG00000199609	pseudogene
HGNC:43025	RNA5SP125	RN5S125		ENSG00000201713	pseudogene
HGNC:43026	RNA5SP126	RN5S126		ENSG00000201962	pseudogene
HGNC:43027	RNA5SP127	RN5S127		ENSG00000222983	pseudogene
HGNC:43028	RNA5SP128	RN5S128		ENSG00000202175	pseudogene
HGNC:43029	RNA5SP129	RN5S129		ENSG00000222208	pseudogene
HGNC:43030	RNA5SP130	RN5S130		ENSG00000201301	pseudogene
HGNC:43031	RNA5SP131	RN5S131		ENSG00000202322	pseudogene
HGNC:43032	RNA5SP132	RN5S132		ENSG00000201595	pseudogene
HGNC:43033	RNA5SP133	RN5S133		ENSG00000200238	pseudogene
HGNC:43034	RNA5SP134	RN5S134		ENSG00000252301	pseudogene
HGNC:43035	RNA5SP135	RN5S135		ENSG00000252828	pseudogene
HGNC:43036	RNA5SP136	RN5S136		ENSG00000222838	pseudogene
HGNC:43037	RNA5SP137	RN5S137		ENSG00000252642	pseudogene
HGNC:43038	RNA5SP138	RN5S138		ENSG00000201968	pseudogene
HGNC:43039	RNA5SP139	RN5S139		ENSG00000201210	pseudogene
HGNC:43040	RNA5SP140	RN5S140		ENSG00000201394	pseudogene
HGNC:43041	RNA5SP141	RN5S141		ENSG00000201413	pseudogene
HGNC:43042	RNA5SP142	RN5S142		ENSG00000201325	pseudogene
HGNC:43043	RNA5SP143	RN5S143		ENSG00000252745	pseudogene
HGNC:43044	RNA5SP144	RN5S144		ENSG00000222778	pseudogene
HGNC:43045	RNA5SP145	RN5S145		ENSG00000199994	pseudogene
HGNC:43046	RNA5SP146	RN5S146		ENSG00000222675	pseudogene
HGNC:43047	RNA5SP147	RN5S147		ENSG00000252302	pseudogene
HGNC:43048	RNA5SP148	RN5S148		ENSG00000252336	pseudogene
HGNC:43049	RNA5SP149	RN5S149		ENSG00000201822	pseudogene
HGNC:43050	RNA5SP150	RN5S150		ENSG00000199839	pseudogene
HGNC:43051	RNA5SP151	RN5S151		ENSG00000202502	pseudogene
HGNC:43052	RNA5SP152	RN5S152		ENSG00000202054	pseudogene
HGNC:43053	RNA5SP153	RN5S153		ENSG00000252307	pseudogene
HGNC:43054	RNA5SP154	RN5S154		ENSG00000252002	pseudogene
HGNC:43055	RNA5SP155	RN5S155		ENSG00000223086	pseudogene
HGNC:43056	RNA5SP156	RN5S156		ENSG00000222182	pseudogene
HGNC:43057	RNA5SP157	RN5S157		ENSG00000251816	pseudogene
HGNC:43058	RNA5SP158	RN5S158		ENSG00000222230	pseudogene
HGNC:43059	RNA5SP159	RN5S159		ENSG00000252970	pseudogene
HGNC:43060	RNA5SP160	RN5S160		ENSG00000201736	pseudogene
HGNC:43061	RNA5SP161	RN5S161		ENSG00000200741	pseudogene
HGNC:43062	RNA5SP162	RN5S162		ENSG00000251823	pseudogene
HGNC:43063	RNA5SP163	RN5S163		ENSG00000222236	pseudogene
HGNC:43064	RNA5SP164	RN5S164		ENSG00000252342	pseudogene
HGNC:43065	RNA5SP165	RN5S165		ENSG00000252951	pseudogene
HGNC:43066	RNA5SP166	RN5S166		ENSG00000201846	pseudogene
HGNC:43067	RNA5SP167	RN5S167		ENSG00000202331	pseudogene
HGNC:43068	RNA5SP168	RN5S168		ENSG00000252451	pseudogene
HGNC:43069	RNA5SP169	RN5S169		ENSG00000253077	pseudogene
HGNC:43070	RNA5SP170	RN5S170		ENSG00000252959	pseudogene
HGNC:43071	RNA5SP171	RN5S171		ENSG00000212373	pseudogene
HGNC:43072	RNA5SP172	RN5S172		ENSG00000201931	pseudogene
HGNC:43073	RNA5SP173	RN5S173		ENSG00000201727	pseudogene
HGNC:43074	RNA5SP174	RN5S174		ENSG00000199572	pseudogene
HGNC:43075	RNA5SP175	RN5S175		ENSG00000201145	pseudogene
HGNC:43076	RNA5SP176	RN5S176		ENSG00000212258	pseudogene
HGNC:43077	RNA5SP177	RN5S177		ENSG00000222054	pseudogene
HGNC:43078	RNA5SP178	RN5S178		ENSG00000222312	pseudogene
HGNC:43079	RNA5SP179	RN5S179		ENSG00000253093	pseudogene
HGNC:43080	RNA5SP180	RN5S180		ENSG00000251990	pseudogene
HGNC:43081	RNA5SP181	RN5S181		ENSG00000222178	pseudogene
HGNC:43082	RNA5SP182	RN5S182		ENSG00000251873	pseudogene
HGNC:43083	RNA5SP183	RN5S183		ENSG00000199322	pseudogene
HGNC:43084	RNA5SP184	RN5S184		ENSG00000223003	pseudogene
HGNC:43085	RNA5SP185	RN5S185		ENSG00000212265	pseudogene
HGNC:43086	RNA5SP186	RN5S186		ENSG00000252833	pseudogene
HGNC:43087	RNA5SP187	RN5S187		ENSG00000207129	pseudogene
HGNC:43088	RNA5SP188	RN5S188		ENSG00000199786	pseudogene
HGNC:43089	RNA5SP189	RN5S189		ENSG00000201790	pseudogene
HGNC:43090	RNA5SP190	RN5S190		ENSG00000202092	pseudogene
HGNC:43091	RNA5SP191	RN5S191		ENSG00000199455	pseudogene
HGNC:43092	RNA5SP192	RN5S192		ENSG00000201274	pseudogene
HGNC:43093	RNA5SP193	RN5S193		ENSG00000222285	pseudogene
HGNC:43094	RNA5SP194	RN5S194		ENSG00000201532	pseudogene
HGNC:43095	RNA5SP195	RN5S195		ENSG00000199545	pseudogene
HGNC:43096	RNA5SP196	RN5S196		ENSG00000280646	pseudogene
HGNC:43097	RNA5SP197	RN5S197		ENSG00000200227	pseudogene
HGNC:43098	RNA5SP198	RN5S198		ENSG00000222308	pseudogene
HGNC:43099	RNA5SP199	RN5S199		ENSG00000200275	pseudogene
HGNC:43100	RNA5SP200	RN5S200		ENSG00000252169	pseudogene
HGNC:43101	RNA5SP201	RN5S201		ENSG00000222248	pseudogene
HGNC:43102	RNA5SP202	RN5S202		ENSG00000201185	pseudogene
HGNC:43103	RNA5SP203	RN5S203		ENSG00000222383	pseudogene
HGNC:43104	RNA5SP204	RN5S204		ENSG00000201415	pseudogene
HGNC:43105	RNA5SP205	RN5S205		ENSG00000201523	pseudogene
HGNC:43106	RNA5SP206	RN5S206		ENSG00000252512	pseudogene
HGNC:43107	RNA5SP207	RN5S207		ENSG00000212176	pseudogene
HGNC:43108	RNA5SP208	RN5S208		ENSG00000251965	pseudogene
HGNC:43109	RNA5SP209	RN5S209		ENSG00000223169	pseudogene
HGNC:43110	RNA5SP210	RN5S210		ENSG00000212336	pseudogene
HGNC:43111	RNA5SP211	RN5S211		ENSG00000202386	pseudogene
HGNC:43112	RNA5SP212	RN5S212		ENSG00000212525	pseudogene
HGNC:43113	RNA5SP213	RN5S213		ENSG00000212333	pseudogene
HGNC:43114	RNA5SP214	RN5S214		ENSG00000200248	pseudogene
HGNC:43115	RNA5SP215	RN5S215		ENSG00000200310	pseudogene
HGNC:43116	RNA5SP216	RN5S216		ENSG00000251920	pseudogene
HGNC:43117	RNA5SP217	RN5S217		ENSG00000251768	pseudogene
HGNC:43118	RNA5SP218	RN5S218		ENSG00000200058	pseudogene
HGNC:43119	RNA5SP219	RN5S219		ENSG00000212242	pseudogene
HGNC:43120	RNA5SP220	RN5S220		ENSG00000252107	pseudogene
HGNC:43121	RNA5SP221	RN5S221		ENSG00000223203	pseudogene
HGNC:43122	RNA5SP222	RN5S222		ENSG00000222971	pseudogene
HGNC:43123	RNA5SP223	RN5S223		ENSG00000202044	pseudogene
HGNC:43124	RNA5SP224	RN5S224		ENSG00000201939	pseudogene
HGNC:43125	RNA5SP225	RN5S225		ENSG00000222806	pseudogene
HGNC:43126	RNA5SP226	RN5S226		ENSG00000199523	pseudogene
HGNC:43127	RNA5SP227	RN5S227		ENSG00000251993	pseudogene
HGNC:43128	RNA5SP228	RN5S228		ENSG00000252041	pseudogene
HGNC:43129	RNA5SP229	RN5S229		ENSG00000222741	pseudogene
HGNC:43130	RNA5SP230	RN5S230		ENSG00000252848	pseudogene
HGNC:43131	RNA5SP231	RN5S231		ENSG00000222428	pseudogene
HGNC:43132	RNA5SP232	RN5S232		ENSG00000201014	pseudogene
HGNC:43133	RNA5SP233	RN5S233		ENSG00000238391	pseudogene
HGNC:43134	RNA5SP234	RN5S234		ENSG00000200786	pseudogene
HGNC:43135	RNA5SP235	RN5S235		ENSG00000202281	pseudogene
HGNC:43136	RNA5SP236	RN5S236		ENSG00000251978	pseudogene
HGNC:43137	RNA5SP237	RN5S237		ENSG00000222346	pseudogene
HGNC:43138	RNA5SP238	RN5S238		ENSG00000202334	pseudogene
HGNC:43139	RNA5SP239	RN5S239		ENSG00000222150	pseudogene
HGNC:43140	RNA5SP240	RN5S240		ENSG00000202225	pseudogene
HGNC:43141	RNA5SP241	RN5S241		ENSG00000212628	pseudogene
HGNC:43142	RNA5SP242	RN5S242		ENSG00000201041	pseudogene
HGNC:43143	RNA5SP243	RN5S243		ENSG00000252866	pseudogene
HGNC:43144	RNA5SP244	RN5S244		ENSG00000212238	pseudogene
HGNC:43145	RNA5SP245	RN5S245		ENSG00000201109	pseudogene
HGNC:43146	RNA5SP246	RN5S246		ENSG00000239021	pseudogene
HGNC:43147	RNA5SP247	RN5S247		ENSG00000223113	pseudogene
HGNC:43148	RNA5SP248	RN5S248		ENSG00000202472	pseudogene
HGNC:43149	RNA5SP249	RN5S249		ENSG00000251936	pseudogene
HGNC:43150	RNA5SP250	RN5S250		ENSG00000199404	pseudogene
HGNC:43151	RNA5SP251	RN5S251		ENSG00000222546	pseudogene
HGNC:43152	RNA5SP252	RN5S252		ENSG00000212433	pseudogene
HGNC:43153	RNA5SP253	RN5S253		ENSG00000252029	pseudogene
HGNC:43154	RNA5SP254	RN5S254		ENSG00000252535	pseudogene
HGNC:43155	RNA5SP255	RN5S255		ENSG00000252179	pseudogene
HGNC:43156	RNA5SP256	RN5S256		ENSG00000212280	pseudogene
HGNC:43157	RNA5SP257	RN5S257		ENSG00000274467	pseudogene
HGNC:43158	RNA5SP258	RN5S258		ENSG00000199620	pseudogene
HGNC:43159	RNA5SP259	RN5S259		ENSG00000202411	pseudogene
HGNC:43160	RNA5SP260	RN5S260		ENSG00000200719	pseudogene
HGNC:43161	RNA5SP261	RN5S261		ENSG00000222468	pseudogene
HGNC:43162	RNA5SP262	RN5S262		ENSG00000252261	pseudogene
HGNC:43163	RNA5SP263	RN5S263		ENSG00000200246	pseudogene
HGNC:43164	RNA5SP264	RN5S264		ENSG00000199985	pseudogene
HGNC:43165	RNA5SP265	RN5S265		ENSG00000222955	pseudogene
HGNC:43166	RNA5SP266	RN5S266		ENSG00000222205	pseudogene
HGNC:43167	RNA5SP267	RN5S267		ENSG00000201763	pseudogene
HGNC:43168	RNA5SP268	RN5S268		ENSG00000252637	pseudogene
HGNC:43169	RNA5SP269	RN5S269		ENSG00000239184	pseudogene
HGNC:43170	RNA5SP270	RN5S270		ENSG00000223293	pseudogene
HGNC:43171	RNA5SP271	RN5S271		ENSG00000252509	pseudogene
HGNC:43172	RNA5SP272	RN5S272		ENSG00000251904	pseudogene
HGNC:43173	RNA5SP273	RN5S273		ENSG00000199354	pseudogene
HGNC:43174	RNA5SP274	RN5S274		ENSG00000222416	pseudogene
HGNC:43175	RNA5SP275	RN5S275		ENSG00000200806	pseudogene
HGNC:43176	RNA5SP276	RN5S276		ENSG00000199450	pseudogene
HGNC:43177	RNA5SP277	RN5S277		ENSG00000202356	pseudogene
HGNC:43178	RNA5SP278	RN5S278		ENSG00000252864	pseudogene
HGNC:43179	RNA5SP279	RN5S279		ENSG00000202383	pseudogene
HGNC:43180	RNA5SP280	RN5S280		ENSG00000223162	pseudogene
HGNC:43181	RNA5SP281	RN5S281		ENSG00000252313	pseudogene
HGNC:43182	RNA5SP282	RN5S282		ENSG00000252164	pseudogene
HGNC:43183	RNA5SP283	RN5S283		ENSG00000202474	pseudogene
HGNC:43184	RNA5SP284	RN5S284		ENSG00000207277	pseudogene
HGNC:43185	RNA5SP285	RN5S285		ENSG00000252428	pseudogene
HGNC:43186	RNA5SP286	RN5S286		ENSG00000212454	pseudogene
HGNC:43187	RNA5SP287	RN5S287		ENSG00000252167	pseudogene
HGNC:43188	RNA5SP288	RN5S288		ENSG00000251884	pseudogene
HGNC:43189	RNA5SP289	RN5S289		ENSG00000199202	pseudogene
HGNC:43190	RNA5SP290	RN5S290		ENSG00000252942	pseudogene
HGNC:43191	RNA5SP291	RN5S291		ENSG00000253031	pseudogene
HGNC:43192	RNA5SP292	RN5S292		ENSG00000212276	pseudogene
HGNC:43193	RNA5SP293	RN5S293		ENSG00000222459	pseudogene
HGNC:43194	RNA5SP294	RN5S294		ENSG00000223238	pseudogene
HGNC:43195	RNA5SP295	RN5S295		ENSG00000199525	pseudogene
HGNC:43196	RNA5SP296	RN5S296		ENSG00000222455	pseudogene
HGNC:43197	RNA5SP297	RN5S297		ENSG00000212331	pseudogene
HGNC:43198	RNA5SP298	RN5S298		ENSG00000201861	pseudogene
HGNC:43199	RNA5SP299	RN5S299		ENSG00000212505	pseudogene
HGNC:43200	RNA5SP300	RN5S300		ENSG00000212499	pseudogene
HGNC:43201	RNA5SP301	RN5S301		ENSG00000199407	pseudogene
HGNC:43202	RNA5SP302	RN5S302		ENSG00000201766	pseudogene
HGNC:43203	RNA5SP303	RN5S303		ENSG00000252001	pseudogene
HGNC:43204	RNA5SP304	RN5S304		ENSG00000223131	pseudogene
HGNC:43205	RNA5SP305	RN5S305		ENSG00000199535	pseudogene
HGNC:43206	RNA5SP306	RN5S306		ENSG00000223019	pseudogene
HGNC:43207	RNA5SP307	RN5S307		ENSG00000199733	pseudogene
HGNC:43208	RNA5SP308	RN5S308		ENSG00000199402	pseudogene
HGNC:43209	RNA5SP309	RN5S309		ENSG00000252479	pseudogene
HGNC:43210	RNA5SP310	RN5S310, RNA5SP316, RN5S316		ENSG00000239152	pseudogene
HGNC:43211	RNA5SP311	RN5S311, RNA5SP314, RN5S314		ENSG00000238405	pseudogene
HGNC:43212	RNA5SP312	RN5S312, RNA5SP313, RN5S313		ENSG00000252877	pseudogene
HGNC:43215	RNA5SP315	RN5S315		ENSG00000252149	pseudogene
HGNC:43217	RNA5SP317	RN5S317		ENSG00000222108	pseudogene
HGNC:43218	RNA5SP318	RN5S318		ENSG00000252161	pseudogene
HGNC:43219	RNA5SP319	RN5S319		ENSG00000199638	pseudogene
HGNC:43220	RNA5SP320	RN5S320		ENSG00000252072	pseudogene
HGNC:43221	RNA5SP321	RN5S321		ENSG00000199592	pseudogene
HGNC:43222	RNA5SP322	RN5S322		ENSG00000200487	pseudogene
HGNC:43223	RNA5SP323	RN5S323		ENSG00000212396	pseudogene
HGNC:43224	RNA5SP324	RN5S324		ENSG00000202047	pseudogene
HGNC:43225	RNA5SP325	RN5S325		ENSG00000200626	pseudogene
HGNC:43226	RNA5SP326	RN5S326		ENSG00000200079	pseudogene
HGNC:43227	RNA5SP327	RN5S327		ENSG00000199364	pseudogene
HGNC:43228	RNA5SP328	RN5S328		ENSG00000222740	pseudogene
HGNC:43229	RNA5SP329	RN5S329		ENSG00000202147	pseudogene
HGNC:43230	RNA5SP330	RN5S330		ENSG00000252905	pseudogene
HGNC:43231	RNA5SP331	RN5S331		ENSG00000201856	pseudogene
HGNC:43232	RNA5SP332	RN5S332		ENSG00000212365	pseudogene
HGNC:43233	RNA5SP333	RN5S333		ENSG00000200336	pseudogene
HGNC:43234	RNA5SP334	RN5S334		ENSG00000201695	pseudogene
HGNC:43235	RNA5SP335	RN5S335		ENSG00000200687	pseudogene
HGNC:43236	RNA5SP336	RN5S336		ENSG00000201059	pseudogene
HGNC:43237	RNA5SP337	RN5S337		ENSG00000252816	pseudogene
HGNC:43238	RNA5SP338	RN5S338		ENSG00000222427	pseudogene
HGNC:43239	RNA5SP339	RN5S339		ENSG00000212289	pseudogene
HGNC:43240	RNA5SP340	RN5S340		ENSG00000252941	pseudogene
HGNC:43241	RNA5SP341	RN5S341		ENSG00000252070	pseudogene
HGNC:43242	RNA5SP342	RN5S342		ENSG00000252902	pseudogene
HGNC:43243	RNA5SP343	RN5S343		ENSG00000284736	pseudogene
HGNC:43244	RNA5SP344	RN5S344		ENSG00000223013	pseudogene
HGNC:43245	RNA5SP345	RN5S345		ENSG00000222578	pseudogene
HGNC:43246	RNA5SP346	RN5S346		ENSG00000200411	pseudogene
HGNC:43247	RNA5SP347	RN5S347		ENSG00000199315	pseudogene
HGNC:43248	RNA5SP348	RN5S348			pseudogene
HGNC:43249	RNA5SP349	RN5S349		ENSG00000200613	pseudogene
HGNC:43250	RNA5SP350	RN5S350		ENSG00000200168	pseudogene
HGNC:43251	RNA5SP351	RN5S351		ENSG00000238965	pseudogene
HGNC:43252	RNA5SP352	RN5S352		ENSG00000200278	pseudogene
HGNC:43253	RNA5SP353	RN5S353		ENSG00000201476	pseudogene
HGNC:43254	RNA5SP354	RN5S354		ENSG00000212549	pseudogene
HGNC:43255	RNA5SP355	RN5S355		ENSG00000202187	pseudogene
HGNC:43256	RNA5SP356	RN5S356		ENSG00000251781	pseudogene
HGNC:43257	RNA5SP357	RN5S357		ENSG00000272435	pseudogene
HGNC:43258	RNA5SP358	RN5S358		ENSG00000199843	pseudogene
HGNC:43259	RNA5SP359	RN5S359		ENSG00000201708	pseudogene
HGNC:43260	RNA5SP360	RN5S360		ENSG00000252364	pseudogene
HGNC:43261	RNA5SP361	RN5S361		ENSG00000199556	pseudogene
HGNC:43262	RNA5SP362	RN5S362		ENSG00000251857	pseudogene
HGNC:43263	RNA5SP363	RN5S363		ENSG00000201942	pseudogene
HGNC:43264	RNA5SP364	RN5S364		ENSG00000252747	pseudogene
HGNC:43265	RNA5SP365	RN5S365		ENSG00000252207	pseudogene
HGNC:43266	RNA5SP366	RN5S366		ENSG00000202324	pseudogene
HGNC:43267	RNA5SP367	RN5S367		ENSG00000252366	pseudogene
HGNC:43268	RNA5SP368	RN5S368		ENSG00000201168	pseudogene
HGNC:43269	RNA5SP369	RN5S369		ENSG00000223046	pseudogene
HGNC:43270	RNA5SP370	RN5S370		ENSG00000199415	pseudogene
HGNC:43271	RNA5SP371	RN5S371		ENSG00000222302	pseudogene
HGNC:43272	RNA5SP372	RN5S372		ENSG00000212138	pseudogene
HGNC:43273	RNA5SP373	RN5S373		ENSG00000253080	pseudogene
HGNC:43274	RNA5SP374	RN5S374		ENSG00000199809	pseudogene
HGNC:43275	RNA5SP375	RN5S375		ENSG00000199845	pseudogene
HGNC:43276	RNA5SP376	RN5S376		ENSG00000212251	pseudogene
HGNC:43277	RNA5SP377	RN5S377		ENSG00000212154	pseudogene
HGNC:43278	RNA5SP378	RN5S378		ENSG00000200516	pseudogene
HGNC:43279	RNA5SP379	RN5S379		ENSG00000201469	pseudogene
HGNC:43280	RNA5SP380	RN5S380		ENSG00000252999	pseudogene
HGNC:43282	RNA5SP382	RN5S382		ENSG00000200225	pseudogene
HGNC:43283	RNA5SP383	RN5S383		ENSG00000199804	pseudogene
HGNC:43284	RNA5SP384	RN5S384		ENSG00000252424	pseudogene
HGNC:43285	RNA5SP385	RN5S385		ENSG00000251756	pseudogene
HGNC:43286	RNA5SP386	RN5S386		ENSG00000272253	pseudogene
HGNC:43287	RNA5SP387	RN5S387		ENSG00000201096	pseudogene
HGNC:43288	RNA5SP388	RN5S388		ENSG00000199454	pseudogene
HGNC:43289	RNA5SP389	RN5S389		ENSG00000199480	pseudogene
HGNC:43290	RNA5SP390	RN5S390		ENSG00000222123	pseudogene
HGNC:43291	RNA5SP391	RN5S391		ENSG00000200326	pseudogene
HGNC:43292	RNA5SP392	RN5S392		ENSG00000252714	pseudogene
HGNC:43293	RNA5SP393	RN5S393		ENSG00000200293	pseudogene
HGNC:43294	RNA5SP394	RN5S394		ENSG00000201086	pseudogene
HGNC:43295	RNA5SP395	RN5S395		ENSG00000252376	pseudogene
HGNC:43296	RNA5SP396	RN5S396		ENSG00000201704	pseudogene
HGNC:43297	RNA5SP397	RN5S397		ENSG00000212625	pseudogene
HGNC:43299	RNA5SP399	RN5S399		ENSG00000200873	pseudogene
HGNC:43300	RNA5SP400	RN5S400		ENSG00000252964	pseudogene
HGNC:43301	RNA5SP401	RN5S401		ENSG00000251729	pseudogene
HGNC:43302	RNA5SP402	RN5S402		ENSG00000252957	pseudogene
HGNC:43303	RNA5SP403	RN5S403		ENSG00000200468	pseudogene
HGNC:43304	RNA5SP404	RN5S404		ENSG00000252927	pseudogene
HGNC:43305	RNA5SP405	RN5S405		ENSG00000199929	pseudogene
HGNC:43306	RNA5SP406	RN5S406		ENSG00000251915	pseudogene
HGNC:43307	RNA5SP407	RN5S407		ENSG00000222207	pseudogene
HGNC:43308	RNA5SP408	RN5S408		ENSG00000251924	pseudogene
HGNC:43309	RNA5SP409	RN5S409		ENSG00000252624	pseudogene
HGNC:43310	RNA5SP410	RN5S410		ENSG00000252094	pseudogene
HGNC:43311	RNA5SP411	RN5S411		ENSG00000276599	pseudogene
HGNC:43312	RNA5SP412	RN5S412		ENSG00000277004	pseudogene
HGNC:43313	RNA5SP413	RN5S413		ENSG00000252182	pseudogene
HGNC:43314	RNA5SP414	RN5S414		ENSG00000274228	pseudogene
HGNC:43315	RNA5SP415	RN5S415		ENSG00000253055	pseudogene
HGNC:43316	RNA5SP416	RN5S416		ENSG00000252647	pseudogene
HGNC:43317	RNA5SP417	RN5S417		ENSG00000252268	pseudogene
HGNC:43318	RNA5SP418	RN5S418		ENSG00000251760	pseudogene
HGNC:43319	RNA5SP419	RN5S419		ENSG00000251717	pseudogene
HGNC:43320	RNA5SP420	RN5S420		ENSG00000252806	pseudogene
HGNC:43321	RNA5SP421	RN5S421		ENSG00000252673	pseudogene
HGNC:43322	RNA5SP422	RN5S422		ENSG00000252587	pseudogene
HGNC:43323	RNA5SP423	RN5S423		ENSG00000252936	pseudogene
HGNC:43324	RNA5SP424	RN5S424		ENSG00000212290	pseudogene
HGNC:43325	RNA5SP425	RN5S425		ENSG00000222268	pseudogene
HGNC:43326	RNA5SP426	RN5S426		ENSG00000199771	pseudogene
HGNC:43327	RNA5SP427	RN5S427		ENSG00000202193	pseudogene
HGNC:43328	RNA5SP428	RN5S428		ENSG00000201999	pseudogene
HGNC:43329	RNA5SP429	RN5S429		ENSG00000200558	pseudogene
HGNC:43330	RNA5SP430	RN5S430		ENSG00000199299	pseudogene
HGNC:43331	RNA5SP431	RN5S431		ENSG00000222244	pseudogene
HGNC:43332	RNA5SP432	RN5S432		ENSG00000199350	pseudogene
HGNC:43333	RNA5SP433	RN5S433		ENSG00000201361	pseudogene
HGNC:43334	RNA5SP434	RN5S434		ENSG00000252456	pseudogene
HGNC:43335	RNA5SP435	RN5S435		ENSG00000200914	pseudogene
HGNC:43336	RNA5SP436	RN5S436		ENSG00000251829	pseudogene
HGNC:43337	RNA5SP437	RN5S437		ENSG00000253058	pseudogene
HGNC:43338	RNA5SP438	RN5S438		ENSG00000252370	pseudogene
HGNC:43339	RNA5SP439	RN5S439		ENSG00000274164	pseudogene
HGNC:43340	RNA5SP440	RN5S440		ENSG00000276036	pseudogene
HGNC:43341	RNA5SP441	RN5S441		ENSG00000252618	pseudogene
HGNC:43342	RNA5SP442	RN5S442		ENSG00000201920	pseudogene
HGNC:43343	RNA5SP443	RN5S443		ENSG00000199953	pseudogene
HGNC:43344	RNA5SP444	RN5S444		ENSG00000252653	pseudogene
HGNC:43345	RNA5SP445	RN5S445		ENSG00000251698	pseudogene
HGNC:43346	RNA5SP446	RN5S446		ENSG00000251764	pseudogene
HGNC:43347	RNA5SP447	RN5S447		ENSG00000200619	pseudogene
HGNC:43348	RNA5SP448	RN5S448		ENSG00000200021	pseudogene
HGNC:43349	RNA5SP449	RN5S449		ENSG00000252680	pseudogene
HGNC:43350	RNA5SP450	RN5S450		ENSG00000223138	pseudogene
HGNC:43351	RNA5SP451	RN5S451		ENSG00000222520	pseudogene
HGNC:43352	RNA5SP452	RN5S452		ENSG00000199874	pseudogene
HGNC:43353	RNA5SP453	RN5S453		ENSG00000199373	pseudogene
HGNC:43354	RNA5SP454	RN5S454		ENSG00000253040	pseudogene
HGNC:43355	RNA5SP455	RN5S455		ENSG00000202060	pseudogene
HGNC:43356	RNA5SP456	RN5S456		ENSG00000200872	pseudogene
HGNC:43357	RNA5SP457	RN5S457		ENSG00000200527	pseudogene
HGNC:43358	RNA5SP458	RN5S458		ENSG00000251997	pseudogene
HGNC:43359	RNA5SP459	RN5S459		ENSG00000252437	pseudogene
HGNC:43360	RNA5SP460	RN5S460		ENSG00000252598	pseudogene
HGNC:43361	RNA5SP461	RN5S461		ENSG00000252260	pseudogene
HGNC:43362	RNA5SP462	RN5S462		ENSG00000252539	pseudogene
HGNC:43363	RNA5SP463	RN5S463		ENSG00000199900	pseudogene
HGNC:43364	RNA5SP464	RN5S464		ENSG00000252060	pseudogene
HGNC:43365	RNA5SP465	RN5S465		ENSG00000212497	pseudogene
HGNC:43366	RNA5SP466	RN5S466		ENSG00000252546	pseudogene
HGNC:43367	RNA5SP467	RN5S467		ENSG00000212576	pseudogene
HGNC:43368	RNA5SP468	RN5S468		ENSG00000252591	pseudogene
HGNC:43369	RNA5SP469	RN5S469		ENSG00000201035	pseudogene
HGNC:43370	RNA5SP470	RN5S470		ENSG00000252272	pseudogene
HGNC:43371	RNA5SP471	RN5S471		ENSG00000252780	pseudogene
HGNC:43372	RNA5SP472	RN5S472		ENSG00000200738	pseudogene
HGNC:43373	RNA5SP473	RN5S473		ENSG00000252211	pseudogene
HGNC:43374	RNA5SP474	RN5S474		ENSG00000212536	pseudogene
HGNC:43375	RNA5SP475	RN5S475		ENSG00000222500	pseudogene
HGNC:43376	RNA5SP476	RN5S476		ENSG00000252422	pseudogene
HGNC:43377	RNA5SP477	RN5S477		ENSG00000199509	pseudogene
HGNC:43378	RNA5SP478	RN5S478		ENSG00000201527	pseudogene
HGNC:43379	RNA5SP479	RN5S479		ENSG00000201728	pseudogene
HGNC:43380	RNA5SP480	RN5S480		ENSG00000252649	pseudogene
HGNC:43381	RNA5SP481	RN5S481		ENSG00000252623	pseudogene
HGNC:43382	RNA5SP482	RN5S482		ENSG00000212571	pseudogene
HGNC:43383	RNA5SP483	RN5S483		ENSG00000200301	pseudogene
HGNC:43384	RNA5SP484	RN5S484		ENSG00000238908	pseudogene
HGNC:43385	RNA5SP485	RN5S485		ENSG00000201923	pseudogene
HGNC:43386	RNA5SP486	RN5S486		ENSG00000251770	pseudogene
